"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url"
2021,"Real Madrid","La Liga","team",30,38,59,2,1,407,474,86,771,401,318,2,8,1,1901,444,381,53.8,"https://fbref.com/en/squads/53a2f082/2020-2021/Real-Madrid-Stats"
2021,"Real Madrid","La Liga","opponent",30,38,87,3,1,493,384,39,637,380,295,4,3,3,1748,381,444,46.2,"https://fbref.com/en/squads/53a2f082/2020-2021/Real-Madrid-Stats"
2021,"Real Sociedad","La Liga","team",30,38,81,1,0,566,459,86,712,315,322,8,5,1,1941,663,669,49.8,"https://fbref.com/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats"
2021,"Real Sociedad","La Liga","opponent",30,38,91,6,2,495,532,89,533,379,311,4,12,1,1875,669,663,50.2,"https://fbref.com/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats"
2021,"Reims","Ligue 1","team",29,38,77,8,1,442,414,61,539,487,372,3,8,1,1936,494,578,46.1,"https://fbref.com/en/squads/7fdd64e0/2020-2021/Reims-Stats"
2021,"Reims","Ligue 1","opponent",29,38,58,3,1,437,415,40,775,455,336,7,5,3,2041,578,494,53.9,"https://fbref.com/en/squads/7fdd64e0/2020-2021/Reims-Stats"
2021,"Rennes","Ligue 1","team",32,38,79,5,0,502,486,34,764,361,337,3,4,1,2003,627,554,53.1,"https://fbref.com/en/squads/b3072e00/2020-2021/Rennes-Stats"
2021,"Rennes","Ligue 1","opponent",32,38,70,6,1,511,484,57,515,519,318,4,3,2,1937,554,627,46.9,"https://fbref.com/en/squads/b3072e00/2020-2021/Rennes-Stats"
2021,"Roma","Serie A","team",31,38,91,3,3,553,425,62,679,489,273,6,6,3,1894,428,414,50.8,"https://fbref.com/en/squads/cf74a709/2020-2021/Roma-Stats"
2021,"Roma","Serie A","opponent",31,38,80,6,5,453,536,125,501,452,290,5,8,1,1924,414,428,49.2,"https://fbref.com/en/squads/cf74a709/2020-2021/Roma-Stats"
2021,"Saint-Étienne","Ligue 1","team",40,38,76,2,0,529,490,49,779,471,428,5,9,2,2119,612,624,49.5,"https://fbref.com/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats"
2021,"Saint-Étienne","Ligue 1","opponent",40,38,77,1,0,522,499,41,644,447,435,7,9,2,2023,624,612,50.5,"https://fbref.com/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats"
2021,"Sampdoria","Serie A","team",27,38,83,3,1,509,485,62,787,453,326,3,9,1,2048,628,597,51.3,"https://fbref.com/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats"
2021,"Sampdoria","Serie A","opponent",27,38,77,1,0,520,473,111,756,460,293,5,6,0,2132,597,628,48.7,"https://fbref.com/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats"
2021,"Sassuolo","Serie A","team",28,38,79,4,2,494,475,57,588,426,310,12,5,1,1850,408,450,47.6,"https://fbref.com/en/squads/e2befd26/2020-2021/Sassuolo-Stats"
2021,"Sassuolo","Serie A","opponent",28,38,82,4,1,502,468,91,690,442,345,5,14,3,1843,450,408,52.4,"https://fbref.com/en/squads/e2befd26/2020-2021/Sassuolo-Stats"
2021,"Schalke 04","Bundesliga","team",42,34,74,2,2,415,403,68,425,411,337,3,8,5,1748,519,564,47.9,"https://fbref.com/en/squads/c539e393/2020-2021/Schalke-04-Stats"
2021,"Schalke 04","Bundesliga","opponent",42,34,59,2,2,428,392,78,681,378,370,6,3,1,1902,564,519,52.1,"https://fbref.com/en/squads/c539e393/2020-2021/Schalke-04-Stats"
2021,"Sevilla","La Liga","team",26,38,79,2,2,491,488,69,731,362,297,4,6,2,1944,615,534,53.5,"https://fbref.com/en/squads/ad2be733/2020-2021/Sevilla-Stats"
2021,"Sevilla","La Liga","opponent",26,38,109,1,0,510,458,34,680,407,306,4,7,1,1769,534,615,46.5,"https://fbref.com/en/squads/ad2be733/2020-2021/Sevilla-Stats"
2021,"Sheffield Utd","Premier League","team",27,38,73,3,0,459,293,73,666,351,356,3,4,3,1802,718,798,47.4,"https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats"
2021,"Sheffield Utd","Premier League","opponent",27,38,39,1,1,304,445,57,718,296,301,3,4,1,1942,798,718,52.6,"https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats"
2021,"Southampton","Premier League","team",29,38,52,3,0,428,421,76,554,401,419,4,9,1,2010,527,713,42.5,"https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats"
2021,"Southampton","Premier League","opponent",29,38,58,3,2,438,405,89,667,428,355,7,6,0,2055,713,527,57.5,"https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats"
2021,"Spezia","Serie A","team",35,38,100,5,4,588,529,82,602,394,320,5,10,0,2001,537,568,48.6,"https://fbref.com/en/squads/68449f6d/2020-2021/Spezia-Stats"
2021,"Spezia","Serie A","opponent",35,38,83,3,2,556,548,140,540,459,280,7,5,0,1985,568,537,51.4,"https://fbref.com/en/squads/68449f6d/2020-2021/Spezia-Stats"
2021,"Strasbourg","Ligue 1","team",26,38,58,3,1,499,412,39,713,521,396,7,8,1,2036,691,658,51.2,"https://fbref.com/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats"
2021,"Strasbourg","Ligue 1","opponent",26,38,68,2,1,433,467,50,698,408,346,5,12,0,1971,658,691,48.8,"https://fbref.com/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats"
2021,"Stuttgart","Bundesliga","team",29,34,65,2,1,420,434,55,539,426,294,6,7,1,2053,544,452,54.6,"https://fbref.com/en/squads/598bc722/2020-2021/Stuttgart-Stats"
2021,"Stuttgart","Bundesliga","opponent",29,34,69,3,2,457,401,44,660,455,394,7,8,2,2051,452,544,45.4,"https://fbref.com/en/squads/598bc722/2020-2021/Stuttgart-Stats"
2021,"Torino","Serie A","team",29,38,78,4,3,577,602,59,740,444,306,6,10,0,1968,595,622,48.9,"https://fbref.com/en/squads/105360fe/2020-2021/Torino-Stats"
2021,"Torino","Serie A","opponent",29,38,101,6,2,632,544,75,732,385,306,8,6,1,1936,622,595,51.1,"https://fbref.com/en/squads/105360fe/2020-2021/Torino-Stats"
2021,"Tottenham","Premier League","team",24,38,57,2,2,440,468,45,526,342,361,5,10,3,1951,618,647,48.9,"https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats"
2021,"Tottenham","Premier League","opponent",24,38,77,1,0,495,428,76,754,429,381,8,5,2,2165,647,618,51.1,"https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats"
2021,"Udinese","Serie A","team",33,38,65,2,1,511,522,82,703,440,294,3,14,0,1853,491,442,52.6,"https://fbref.com/en/squads/04eea015/2020-2021/Udinese-Stats"
2021,"Udinese","Serie A","opponent",33,38,84,4,3,559,474,42,686,444,296,9,4,2,1867,442,491,47.4,"https://fbref.com/en/squads/04eea015/2020-2021/Udinese-Stats"
2021,"Union Berlin","Bundesliga","team",27,34,57,2,1,434,375,84,640,405,283,6,5,2,1977,585,669,46.7,"https://fbref.com/en/squads/7a41008f/2020-2021/Union-Berlin-Stats"
2021,"Union Berlin","Bundesliga","opponent",27,34,64,2,0,391,420,49,531,401,265,4,7,0,1799,669,585,53.3,"https://fbref.com/en/squads/7a41008f/2020-2021/Union-Berlin-Stats"
2021,"Valencia","La Liga","team",30,38,82,5,3,459,527,90,613,391,277,6,7,2,1832,602,575,51.1,"https://fbref.com/en/squads/dcc91a7b/2020-2021/Valencia-Stats"
2021,"Valencia","La Liga","opponent",30,38,99,5,2,560,433,73,858,391,295,4,10,2,1941,575,602,48.9,"https://fbref.com/en/squads/dcc91a7b/2020-2021/Valencia-Stats"
2021,"Valladolid","La Liga","team",32,38,93,4,0,510,510,75,744,431,321,8,7,0,1922,628,818,43.4,"https://fbref.com/en/squads/17859612/2020-2021/Valladolid-Stats"
2021,"Valladolid","La Liga","opponent",32,38,96,2,0,544,475,70,775,367,314,4,8,0,1948,818,628,56.6,"https://fbref.com/en/squads/17859612/2020-2021/Valladolid-Stats"
2021,"Villarreal","La Liga","team",29,38,67,5,1,449,465,88,579,371,313,7,9,2,1878,489,496,49.6,"https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats"
2021,"Villarreal","La Liga","opponent",29,38,78,4,2,496,424,76,777,416,324,7,13,3,1917,496,489,50.4,"https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats"
2021,"Werder Bremen","Bundesliga","team",27,34,67,3,2,396,467,68,548,407,333,3,6,3,1738,609,582,51.1,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
2021,"Werder Bremen","Bundesliga","opponent",27,34,68,3,1,488,374,81,740,413,270,6,5,1,1903,582,609,48.9,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
2021,"West Brom","Premier League","team",30,38,51,4,0,404,412,75,604,435,328,4,11,3,1963,709,771,47.9,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
2021,"West Brom","Premier League","opponent",30,38,50,1,1,431,382,60,841,328,328,7,4,2,2044,771,709,52.1,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
2021,"West Ham","Premier League","team",24,38,50,3,1,375,354,74,775,437,280,3,5,4,2005,738,677,52.2,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
2021,"West Ham","Premier League","opponent",24,38,52,1,1,366,352,59,740,364,328,5,4,2,2001,677,738,47.8,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
2021,"Wolfsburg","Bundesliga","team",26,34,58,3,1,442,379,77,643,477,363,1,5,1,2088,567,566,50,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
2021,"Wolfsburg","Bundesliga","opponent",26,34,61,2,2,400,416,55,610,445,281,3,3,4,1964,566,567,50,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
2021,"Wolves","Premier League","team",27,38,55,1,1,426,383,37,775,432,335,3,8,3,1899,576,596,49.1,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
2021,"Wolves","Premier League","opponent",27,38,62,6,1,405,409,65,736,345,339,7,4,2,1871,596,576,50.9,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
2022,"Alavés","La Liga","team",33,38,93,4,3,529,455,72,758,375,322,6,9,0,1910,869,674,56.3,"https://fbref.com/en/squads/8d6fd021/2021-2022/Alaves-Stats"
2022,"Alavés","La Liga","opponent",33,38,79,4,1,484,497,89,789,311,273,3,7,2,2061,674,869,43.7,"https://fbref.com/en/squads/8d6fd021/2021-2022/Alaves-Stats"
2022,"Angers","Ligue 1","team",30,38,70,4,3,471,461,46,572,423,370,7,5,3,2051,408,509,44.5,"https://fbref.com/en/squads/69236f98/2021-2022/Angers-Stats"
2022,"Angers","Ligue 1","opponent",30,38,81,7,4,483,448,94,727,423,504,3,9,3,2142,509,408,55.5,"https://fbref.com/en/squads/69236f98/2021-2022/Angers-Stats"
2022,"Arminia","Bundesliga","team",26,34,55,2,1,433,307,54,487,421,311,2,7,2,1907,658,734,47.3,"https://fbref.com/en/squads/247c4b67/2021-2022/Arminia-Stats"
2022,"Arminia","Bundesliga","opponent",26,34,59,0,0,315,412,88,682,349,345,5,2,1,2062,734,658,52.7,"https://fbref.com/en/squads/247c4b67/2021-2022/Arminia-Stats"
2022,"Arsenal","Premier League","team",27,38,67,4,3,365,357,66,633,296,311,6,6,1,1861,463,572,44.7,"https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats"
2022,"Arsenal","Premier League","opponent",27,38,69,3,2,375,346,64,606,364,339,5,8,1,1817,572,463,55.3,"https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats"
2022,"Aston Villa","Premier League","team",31,38,81,2,1,401,504,52,670,339,382,2,6,2,1850,538,561,49,"https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats"
2022,"Aston Villa","Premier League","opponent",31,38,83,1,0,512,392,39,685,339,343,5,3,2,1922,561,538,51,"https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats"
2022,"Atalanta","Serie A","team",32,38,87,2,1,513,454,68,661,441,341,3,6,3,2292,685,518,56.9,"https://fbref.com/en/squads/922493f3/2021-2022/Atalanta-Stats"
2022,"Atalanta","Serie A","opponent",32,38,94,1,1,491,488,69,468,429,407,4,6,3,2240,518,685,43.1,"https://fbref.com/en/squads/922493f3/2021-2022/Atalanta-Stats"
2022,"Athletic Club","La Liga","team",26,38,90,4,3,487,483,89,798,339,292,5,3,1,2098,585,572,50.6,"https://fbref.com/en/squads/2b390eca/2021-2022/Athletic-Club-Stats"
2022,"Athletic Club","La Liga","opponent",26,38,105,9,4,513,455,67,754,387,353,2,7,3,2036,572,585,49.4,"https://fbref.com/en/squads/2b390eca/2021-2022/Athletic-Club-Stats"
2022,"Atlético Madrid","La Liga","team",26,38,111,7,3,473,503,85,703,365,346,4,8,3,2002,559,539,50.9,"https://fbref.com/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats"
2022,"Atlético Madrid","La Liga","opponent",26,38,102,4,1,520,444,36,601,403,308,3,5,2,1930,539,559,49.1,"https://fbref.com/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats"
2022,"Augsburg","Bundesliga","team",26,34,74,0,0,448,357,73,592,363,335,4,5,2,1927,557,604,48,"https://fbref.com/en/squads/0cdc4311/2021-2022/Augsburg-Stats"
2022,"Augsburg","Bundesliga","opponent",26,34,59,0,0,381,427,57,685,361,324,3,5,0,1910,604,557,52,"https://fbref.com/en/squads/0cdc4311/2021-2022/Augsburg-Stats"
2022,"Barcelona","La Liga","team",38,38,97,5,3,499,489,99,798,325,331,6,3,0,2066,454,410,52.5,"https://fbref.com/en/squads/206d90db/2021-2022/Barcelona-Stats"
2022,"Barcelona","La Liga","opponent",38,38,93,5,1,511,465,78,500,392,352,2,7,0,1885,410,454,47.5,"https://fbref.com/en/squads/206d90db/2021-2022/Barcelona-Stats"
2022,"Bayern Munich","Bundesliga","team",30,34,36,2,0,305,354,76,656,349,338,1,2,1,2220,422,394,51.7,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
2022,"Bayern Munich","Bundesliga","opponent",30,34,49,0,0,376,296,82,441,498,386,1,5,5,2086,394,422,48.3,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
2022,"Betis","La Liga","team",31,38,87,6,1,485,470,71,547,361,392,4,3,2,1908,505,511,49.7,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
2022,"Betis","La Liga","opponent",31,38,74,3,1,495,455,129,765,375,370,3,6,2,1869,511,505,50.3,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
2022,"Bochum","Bundesliga","team",28,34,55,2,0,424,391,75,600,429,353,4,8,4,2088,609,599,50.4,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
2022,"Bochum","Bundesliga","opponent",28,34,68,0,0,412,401,49,581,293,314,3,6,1,2064,599,609,49.6,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
2022,"Bologna","Serie A","team",36,38,92,7,4,443,497,56,601,370,298,3,9,2,1972,492,520,48.6,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
2022,"Bologna","Serie A","opponent",36,38,83,4,2,527,416,88,680,376,321,8,5,1,2032,520,492,51.4,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
2022,"Bordeaux","Ligue 1","team",39,38,91,5,2,460,391,58,611,454,377,2,9,3,2134,488,506,49.1,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
2022,"Bordeaux","Ligue 1","opponent",39,38,68,6,1,412,437,77,703,397,377,8,4,2,2193,506,488,50.9,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
2022,"Brentford","Premier League","team",29,38,65,3,2,371,363,66,640,393,342,6,5,2,2061,717,728,49.6,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
2022,"Brentford","Premier League","opponent",29,38,50,3,0,377,357,71,812,381,285,5,6,2,2204,728,717,50.4,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
2022,"Brest","Ligue 1","team",25,38,59,2,0,427,417,47,710,469,400,4,4,2,2006,618,540,53.4,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
2022,"Brest","Ligue 1","opponent",25,38,81,7,1,441,408,68,672,366,390,3,8,1,2159,540,618,46.6,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
2022,"Brighton","Premier League","team",26,38,72,2,0,393,355,53,728,358,403,4,4,0,2154,569,498,53.3,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
2022,"Brighton","Premier League","opponent",26,38,80,0,0,373,373,42,680,389,358,3,7,2,2094,498,569,46.7,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
2022,"Burnley","Premier League","team",23,38,68,2,0,394,332,101,747,410,324,2,5,2,2027,827,733,53,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
2022,"Burnley","Premier League","opponent",23,38,44,0,0,339,381,54,861,280,306,3,2,2,2068,733,827,47,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
2022,"Cagliari","Serie A","team",33,38,96,5,3,549,490,70,675,397,303,3,10,1,1995,696,742,48.4,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
2022,"Cagliari","Serie A","opponent",33,38,74,5,1,526,524,76,693,306,275,6,4,0,2112,742,696,51.6,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
2022,"Celta Vigo","La Liga","team",25,38,87,3,1,507,463,83,768,376,409,3,8,2,2144,603,696,46.4,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
2022,"Celta Vigo","La Liga","opponent",25,38,103,5,0,488,481,35,609,454,324,6,6,0,2175,696,603,53.6,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
2022,"Chelsea","Premier League","team",26,38,63,1,0,409,392,69,745,347,348,8,6,1,2084,538,486,52.5,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
2022,"Chelsea","Premier League","opponent",26,38,69,4,1,406,389,67,533,376,356,4,9,1,1921,486,538,47.5,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
2022,"Clermont Foot","Ligue 1","team",28,38,65,8,3,387,482,53,713,386,361,2,5,3,2137,432,466,48.1,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
2022,"Clermont Foot","Ligue 1","opponent",28,38,77,6,2,502,367,40,592,475,393,4,3,2,2148,466,432,51.9,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
2022,"Crystal Palace","Premier League","team",24,38,69,1,1,414,481,63,643,333,374,6,4,2,2103,610,618,49.7,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
2022,"Crystal Palace","Premier League","opponent",24,38,74,3,2,499,391,53,664,378,440,2,8,0,2109,618,610,50.3,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
2022,"Cádiz","La Liga","team",33,38,105,3,3,488,449,69,865,413,380,5,13,0,2077,601,693,46.4,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
2022,"Cádiz","La Liga","opponent",33,38,98,6,3,472,462,63,750,323,312,10,6,0,2038,693,601,53.6,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
2022,"Dortmund","Bundesliga","team",33,34,63,1,1,362,398,73,491,347,322,6,6,2,2052,419,363,53.6,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
2022,"Dortmund","Bundesliga","opponent",33,34,69,0,0,418,350,67,510,481,342,4,11,4,1978,363,419,46.4,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
2022,"Eint Frankfurt","Bundesliga","team",27,34,61,1,1,422,299,53,697,377,330,1,4,1,2251,552,644,46.2,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
2022,"Eint Frankfurt","Bundesliga","opponent",27,34,61,1,0,325,393,84,586,417,317,3,2,2,2300,644,552,53.8,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
2022,"Elche","La Liga","team",28,38,104,6,1,518,471,74,720,305,325,1,10,0,1982,527,515,50.6,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
2022,"Elche","La Liga","opponent",28,38,80,2,0,504,495,104,767,359,345,8,1,1,2077,515,527,49.4,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
2022,"Empoli","Serie A","team",28,38,87,5,3,506,463,83,704,352,327,6,10,6,1998,427,549,43.8,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
2022,"Empoli","Serie A","opponent",28,38,80,1,0,488,482,66,787,377,361,7,7,3,2051,549,427,56.3,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
2022,"Espanyol","La Liga","team",34,38,99,7,3,440,516,70,627,326,338,3,5,2,1736,447,574,43.8,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
2022,"Espanyol","La Liga","opponent",34,38,120,7,4,540,418,86,888,287,350,2,5,1,1899,574,447,56.2,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
2022,"Everton","Premier League","team",33,38,82,6,2,368,388,53,653,365,402,7,2,5,2023,634,725,46.7,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
2022,"Everton","Premier League","opponent",33,38,72,0,0,400,345,43,719,333,336,1,7,1,2049,725,634,53.3,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
2022,"Fiorentina","Serie A","team",28,38,89,8,6,464,565,57,776,244,301,8,5,2,1885,469,456,50.7,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
2022,"Fiorentina","Serie A","opponent",28,38,103,4,3,585,441,119,437,351,289,4,12,0,1825,456,469,49.3,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
2022,"Freiburg","Bundesliga","team",26,34,34,0,0,392,375,58,633,355,299,4,2,1,1920,675,638,51.4,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
2022,"Freiburg","Bundesliga","opponent",26,34,65,2,1,396,377,54,622,333,239,1,6,3,1858,638,675,48.6,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
2022,"Genoa","Serie A","team",40,38,92,3,2,566,499,72,661,449,416,4,5,2,2228,635,743,46.1,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
2022,"Genoa","Serie A","opponent",40,38,82,1,0,523,530,59,648,350,370,4,7,1,2257,743,635,53.9,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
2022,"Getafe","La Liga","team",31,38,121,8,1,559,481,53,621,401,360,1,4,1,1924,721,717,50.1,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
2022,"Getafe","La Liga","opponent",31,38,110,4,2,510,530,109,752,357,279,3,5,2,2111,717,721,49.9,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
2022,"Granada","La Liga","team",32,38,105,4,1,477,466,62,691,326,343,2,9,2,1867,602,743,44.8,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
2022,"Granada","La Liga","opponent",32,38,101,9,6,498,453,69,824,307,279,7,5,1,2067,743,602,55.2,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
2022,"Greuther Fürth","Bundesliga","team",29,34,61,0,0,437,434,69,478,374,336,3,6,5,1878,468,602,43.7,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
2022,"Greuther Fürth","Bundesliga","opponent",29,34,49,2,1,451,421,55,678,312,325,5,5,2,2015,602,468,56.3,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
2022,"Hellas Verona","Serie A","team",31,38,100,7,5,560,429,97,593,392,308,6,4,2,2413,689,733,48.5,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
2022,"Hellas Verona","Serie A","opponent",31,38,74,3,0,463,534,32,682,425,367,3,8,2,2206,733,689,51.5,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
